Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 11_pTa	Peptides 12_pT2+	Peptides 15_pT2+	Peptides 16_pTa	Peptides 17_pT2+	Peptides 19_pTa	Peptides 3_pTa	Peptides 9_pT2+	Razor + unique peptides 11_pTa	Razor + unique peptides 12_pT2+	Razor + unique peptides 15_pT2+	Razor + unique peptides 16_pTa	Razor + unique peptides 17_pT2+	Razor + unique peptides 19_pTa	Razor + unique peptides 3_pTa	Razor + unique peptides 9_pT2+	Unique peptides 11_pTa	Unique peptides 12_pT2+	Unique peptides 15_pT2+	Unique peptides 16_pTa	Unique peptides 17_pT2+	Unique peptides 19_pTa	Unique peptides 3_pTa	Unique peptides 9_pT2+	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 11_pTa	Identification type 12_pT2+	Identification type 15_pT2+	Identification type 16_pTa	Identification type 17_pT2+	Identification type 19_pTa	Identification type 3_pTa	Identification type 9_pT2+	Sequence coverage 11_pTa [%]	Sequence coverage 12_pT2+ [%]	Sequence coverage 15_pT2+ [%]	Sequence coverage 16_pTa [%]	Sequence coverage 17_pT2+ [%]	Sequence coverage 19_pTa [%]	Sequence coverage 3_pTa [%]	Sequence coverage 9_pT2+ [%]	Intensity	Intensity 11_pTa	Intensity 12_pT2+	Intensity 15_pT2+	Intensity 16_pTa	Intensity 17_pT2+	Intensity 19_pTa	Intensity 3_pTa	Intensity 9_pT2+	LFQ intensity 11_pTa	LFQ intensity 12_pT2+	LFQ intensity 15_pT2+	LFQ intensity 16_pTa	LFQ intensity 17_pT2+	LFQ intensity 19_pTa	LFQ intensity 3_pTa	LFQ intensity 9_pT2+	MS/MS count 11_pTa	MS/MS count 12_pT2+	MS/MS count 15_pT2+	MS/MS count 16_pTa	MS/MS count 17_pT2+	MS/MS count 19_pTa	MS/MS count 3_pTa	MS/MS count 9_pT2+	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
sp|P78310|CXAR_HUMANCoxsackievirusandadenovirusreceptorOS=HomosapiensGN=CXADRPE=1SV=1	sp|P78310|CXAR_HUMANCoxsackievirusandadenovirusreceptorOS=HomosapiensGN=CXADRPE=1SV=1	2	2	2		1	2	2	2	0	0	2	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	2	0	0	0	0	5.8	5.8	5.8	40.029	365	365	0.00052138	4.9158			By matching	By MS/MS					0	0	5.8	5.8	0	0	0	0	3682600	0	0	1273900	2408700	0	0	0	0	0	0	1363900	1918600	0	0	0	0	0	0	0	2	0	0	0	0	2				1379	3592;16813	True;True	3656;17134	18875;18876;86631;86632	42863;206595	42863;206595		
sp|P78330|SERB_HUMANPhosphoserinephosphataseOS=HomosapiensGN=PSPHPE=1SV=2	sp|P78330|SERB_HUMANPhosphoserinephosphataseOS=HomosapiensGN=PSPHPE=1SV=2	2	2	2		1	2	2	2	0	0	2	1	2	0	1	0	0	0	2	1	2	0	1	0	0	0	2	1	2	0	1	0	11.6	11.6	11.6	25.007	225	225	0	7.2478			By MS/MS	By matching	By MS/MS		By matching		0	0	11.6	5.3	11.6	0	5.3	0	5903200	0	0	2872600	161920	2726000	0	142710	0	0	0	3050500	0	2068800	0	0	0	0	0	4	0	0	0	0	0	4				1380	9831;10453	True;True	9996;10629	50867;50868;53939;53940;53941;53942	120517;120518;120519;127538;127539	120517;127538		
sp|P78344|IF4G2_HUMANEukaryotictranslationinitiationfactor4gamma2OS=HomosapiensGN=EIF4G2PE=1SV=1	sp|P78344|IF4G2_HUMANEukaryotictranslationinitiationfactor4gamma2OS=HomosapiensGN=EIF4G2PE=1SV=1	6	6	6		1	6	6	6	0	3	3	2	3	0	1	0	0	3	3	2	3	0	1	0	0	3	3	2	3	0	1	0	6.4	6.4	6.4	102.36	907	907	0	10.424		By MS/MS	By MS/MS	By matching	By MS/MS		By matching		0	3.1	3.2	2	3.3	0	1.2	0	6536600	0	1800900	1394000	939200	1970800	0	431700	0	0	0	0	0	1486400	0	0	0	0	3	1	0	1	0	0	0	5				1381	4439;6095;9268;10649;14460;15053	True;True;True;True;True;True	4520;6205;9428;10827;14735;15337	23041;23042;23043;31409;48239;54869;74087;74088;74089;77082;77083;77084	51905;71509;115111;129344;129345;173380;180130;180131	51905;71509;115111;129344;173380;180130		
sp|P78346|RPP30_HUMANRibonucleasePproteinsubunitp30OS=HomosapiensGN=RPP30PE=1SV=1	sp|P78346|RPP30_HUMANRibonucleasePproteinsubunitp30OS=HomosapiensGN=RPP30PE=1SV=1	2	2	2		1	2	2	2	1	0	2	2	0	0	0	0	1	0	2	2	0	0	0	0	1	0	2	2	0	0	0	0	9.7	9.7	9.7	29.321	268	268	0.0040018	2.7344	By matching		By matching	By MS/MS					3.7	0	9.7	9.7	0	0	0	0	688870	127670	0	157640	403550	0	0	0	0	0	0	124010	366460	0	0	0	0	0	0	0	2	0	0	0	0	2				1382	8812;11360	True;True	8961;11549	45362;45363;58635;58636;58637	106500;138961	106500;138961		
sp|P78347|GTF2I_HUMANGeneraltranscriptionfactorII-IOS=HomosapiensGN=GTF2IPE=1SV=2;sp|Q86UP8|GTD2A_HUMANGeneraltranscriptionfactorII-Irepeatdomain-containingprotein2AOS=HomosapiensGN=GTF2IRD2PE=1SV=2;sp|Q6EKJ0|GTD2B_HUMANGeneraltranscriptionfactorII-Irepeatdomain-containingprotein2BOS=HomosapiensGN=GTF2IRD2BPE=1SV=1	sp|P78347|GTF2I_HUMANGeneraltranscriptionfactorII-IOS=HomosapiensGN=GTF2IPE=1SV=2	21;2;2	21;2;2	21;2;2		3	21	21	21	17	11	14	17	14	1	11	15	17	11	14	17	14	1	11	15	17	11	14	17	14	1	11	15	24.4	24.4	24.4	112.42	998	998;949;949	0	86.993	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	20.3	12.5	16.3	19.4	17.1	0.9	12.8	17	131910000	34911000	6943500	10668000	26534000	22275000	317500	9045100	21220000	25724000	11599000	11491000	19433000	16254000	0	11803000	17658000	22	8	10	22	18	1	1	26	108				1383	504;1133;2808;3351;3488;4162;4500;4538;4640;6910;7711;8792;8793;11748;13670;13695;14675;14677;15804;18037;18232	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	514;1158;2856;3411;3549;4237;4583;4622;4726;7024;7840;8941;8942;11967;13925;13950;14955;14957;16109;18381;18578	2546;2547;2548;2549;2550;5812;5813;5814;14176;14177;14178;14179;14180;14181;14182;17324;17325;17326;17327;18324;18325;21679;21680;21681;21682;21683;21684;21685;23365;23366;23367;23368;23369;23370;23371;23513;23514;23515;23516;23517;23518;23519;24016;24017;24018;24019;24020;24021;24022;35368;35369;35370;35371;39614;39615;39616;39617;39618;39619;39620;45275;45276;45277;45278;60679;60680;60681;60682;60683;70236;70237;70238;70239;70240;70323;70324;70325;75081;75082;75083;75084;75085;75086;75087;75088;75095;75096;75097;75098;75099;75100;75101;81016;81017;81018;81019;81020;93102;93103;94049;94050	5792;5793;13725;32209;32210;32211;32212;32213;32214;32215;32216;32217;32218;32219;32220;32221;39030;39031;41062;49084;49085;49086;49087;49088;52611;52612;52613;52614;52615;52616;52885;52886;52887;52888;52889;52890;52891;52892;54014;54015;54016;54017;54018;54019;54020;54021;54022;54023;54024;54025;54026;54027;54028;54029;82092;82093;82094;92655;92656;92657;92658;92659;92660;92661;92662;92663;92664;92665;92666;92667;92668;106330;106331;144187;144188;144189;165234;165235;165236;165237;165238;165239;165240;165241;165242;165243;165361;165362;175327;175328;175329;175330;175331;175332;175333;175334;175335;175336;175337;175338;175339;175340;175341;175349;175350;175351;175352;175353;175354;175355;189759;189760;189761;189762;189763;223432;223433;225389	5793;13725;32219;39031;41062;49086;52614;52891;54028;82093;92660;106330;106331;144189;165240;165362;175332;175351;189759;223433;225389		
sp|P78371|TCPB_HUMANT-complexprotein1subunitbetaOS=HomosapiensGN=CCT2PE=1SV=4	sp|P78371|TCPB_HUMANT-complexprotein1subunitbetaOS=HomosapiensGN=CCT2PE=1SV=4	22	22	22		1	22	22	22	14	13	13	18	13	7	16	14	14	13	13	18	13	7	16	14	14	13	13	18	13	7	16	14	55	55	55	57.488	535	535	0	131.46	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	34.4	36.1	33.8	42.6	33.1	15.7	41.9	37.6	234930000	36419000	22618000	18587000	48821000	34634000	5531100	25237000	43087000	28104000	19591000	20525000	35446000	26712000	24797000	28953000	32194000	25	13	14	40	25	10	28	25	180				1384	57;1970;3230;3280;5476;6357;6752;7542;9080;9152;9658;9659;9865;10002;11097;11642;12120;12849;13440;14424;16172;17463	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	57;58;2006;3289;3340;5580;6467;6866;7668;9234;9309;9822;9823;10031;10169;11283;11857;12350;13092;13691;14698;16483;17800	276;277;278;279;280;281;282;283;284;285;286;9984;16738;16739;16740;16741;16742;16743;16744;16745;16746;16747;16748;16749;16750;16751;17005;17006;17007;17008;17009;28300;28301;28302;28303;28304;28305;28306;32605;32606;32607;32608;32609;32610;32611;32612;34608;34609;34610;34611;34612;38647;38648;38649;47087;47088;47089;47090;47091;47092;47093;47490;47491;47492;47493;47494;47495;50099;50100;50101;50102;50103;50104;50105;50106;50107;50108;51044;51045;51046;51047;51048;51785;51786;51787;57121;57122;57123;57124;60200;60201;60202;60203;62642;62643;62644;62645;62646;62647;62648;66128;66129;66130;66131;66132;66133;66134;66135;66136;69131;73839;73840;73841;73842;73843;82950;82951;82952;82953;82954;90301;90302;90303;90304;90305;90306;90307;90308;90309;90310;90311;90312;90313;90314	659;660;661;662;663;664;665;666;667;668;669;670;671;672;673;22780;37990;37991;37992;37993;37994;37995;37996;37997;37998;37999;38000;38001;38002;38003;38004;38005;38006;38007;38008;38009;38010;38435;38436;38437;38438;38439;65025;65026;65027;65028;65029;65030;65031;65032;65033;65034;74240;74241;74242;74243;80077;80078;80079;80080;80081;80082;80083;80084;80085;80086;89968;89969;89970;112443;112444;112445;112446;112447;112448;112449;113363;113364;113365;113366;113367;113368;113369;113370;113371;113372;119012;119013;119014;119015;119016;119017;119018;119019;119020;119021;119022;119023;119024;119025;119026;119027;119028;119029;119030;119031;120935;120936;120937;120938;122634;122635;122636;134406;134407;134408;134409;134410;134411;143286;143287;148150;148151;148152;148153;148154;148155;148156;148157;148158;148159;148160;148161;148162;148163;148164;155447;155448;155449;155450;155451;155452;155453;155454;155455;155456;155457;155458;155459;155460;155461;162178;172865;172866;172867;172868;172869;172870;172871;172872;194517;194518;194519;194520;194521;194522;194523;194524;194525;194526;216584;216585;216586;216587;216588;216589;216590;216591;216592;216593	670;22780;38005;38438;65028;74242;80081;89970;112446;113363;119013;119029;120935;122635;134408;143287;148153;155457;162178;172868;194518;216593	300	480
sp|P78386|KRT85_HUMANKeratin,typeIIcuticularHb5OS=HomosapiensGN=KRT85PE=1SV=1	sp|P78386|KRT85_HUMANKeratin,typeIIcuticularHb5OS=HomosapiensGN=KRT85PE=1SV=1	2	1	1		1	2	1	1	1	1	1	1	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3.6	2.2	2.2	55.802	507	507	0	13.57	By matching	By matching	By matching	By matching		By MS/MS	By matching	By matching	1.4	1.4	1.4	1.4	0	3.6	1.4	1.4	7903700	0	0	0	0	0	7903700	0	0	0	0	0	0	0	20673000	0	0	0	0	0	0	0	1	0	0	1				1385	1348;4930	True;False	1373;5022	6898;25639;25640;25641;25642;25643;25644;25645;25646	16249;58739;58740;58741;58742;58743;58744;58745;58746;58747;58748;58749;58750;58751;58752;58753;58754;58755;58756;58757;58758;58759;58760	16249;58741		
sp|P78417|GSTO1_HUMANGlutathioneS-transferaseomega-1OS=HomosapiensGN=GSTO1PE=1SV=2	sp|P78417|GSTO1_HUMANGlutathioneS-transferaseomega-1OS=HomosapiensGN=GSTO1PE=1SV=2	12	12	12		1	12	12	12	9	6	8	11	6	9	7	6	9	6	8	11	6	9	7	6	9	6	8	11	6	9	7	6	49	49	49	27.566	241	241	0	62.623	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	36.1	25.3	32	44.8	22.8	39	28.6	28.2	157810000	24717000	10450000	12009000	54031000	6643300	12998000	19747000	17215000	22610000	16471000	13929000	31481000	8486600	26524000	26681000	15314000	29	18	17	49	12	33	25	19	202				1386	3363;4586;6331;6714;9370;10260;10432;11336;11585;12181;14736;17423	True;True;True;True;True;True;True;True;True;True;True;True	3423;4670;6441;6828;9531;10428;10608;11525;11794;12412;15017;17760	17417;17418;17419;17420;17421;17422;17423;23747;23748;23749;23750;23751;23752;23753;32493;32494;32495;32496;32497;32498;32499;34451;34452;34453;34454;34455;34456;34457;34458;34459;48679;48680;48681;53067;53068;53069;53070;53828;53829;58527;58528;58529;59897;59898;59899;59900;59901;59902;62942;62943;62944;62945;62946;75432;75433;75434;75435;75436;75437;75438;90092;90093;90094;90095;90096;90097;90098;90099;90100	39293;39294;39295;39296;39297;39298;39299;39300;39301;39302;39303;39304;39305;39306;39307;39308;53374;53375;53376;53377;53378;53379;53380;53381;53382;74012;74013;74014;74015;74016;74017;74018;74019;74020;74021;74022;74023;74024;74025;74026;74027;74028;74029;74030;74031;74032;74033;74034;74035;74036;74037;74038;74039;74040;74041;74042;74043;74044;74045;74046;74047;74048;79698;79699;79700;79701;79702;79703;79704;79705;79706;79707;79708;79709;79710;79711;79712;79713;79714;79715;79716;79717;79718;79719;79720;79721;79722;79723;79724;79725;79726;79727;79728;79729;79730;79731;115927;115928;115929;115930;115931;115932;125225;127239;127240;127241;127242;127243;127244;138770;138771;138772;138773;142605;142606;142607;142608;142609;142610;142611;142612;142613;142614;142615;142616;142617;142618;142619;142620;142621;142622;142623;142624;142625;142626;148850;148851;148852;148853;148854;148855;148856;148857;148858;148859;176140;176141;176142;176143;176144;176145;176146;176147;176148;176149;176150;176151;176152;215994;215995;215996;215997;215998;215999;216000;216001;216002;216003;216004;216005;216006;216007;216008;216009;216010;216011;216012;216013;216014;216015;216016;216017;216018;216019;216020;216021;216022;216023;216024;216025;216026;216027;216028;216029;216030;216031;216032;216033;216034;216035;216036;216037;216038	39302;53380;74044;79720;115930;125225;127244;138772;142619;148856;176141;216026		
sp|P78527|PRKDC_HUMANDNA-dependentproteinkinasecatalyticsubunitOS=HomosapiensGN=PRKDCPE=1SV=3	sp|P78527|PRKDC_HUMANDNA-dependentproteinkinasecatalyticsubunitOS=HomosapiensGN=PRKDCPE=1SV=3	98	98	98		1	98	98	98	65	18	63	71	77	9	25	49	65	18	63	71	77	9	25	49	65	18	63	71	77	9	25	49	28.1	28.1	28.1	469.08	4128	4128	0	311.29	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	18.6	5.4	18	20.9	22.2	2.3	7.1	12.8	407540000	74007000	13260000	47684000	96139000	100480000	2126900	15820000	58022000	60552000	30360000	47075000	73220000	66823000	7383600	18186000	47343000	60	14	50	99	103	7	4	57	394				1387	84;157;409;1096;1402;1645;1714;1722;1788;2000;2114;2152;2347;2353;2566;2800;2968;3006;3667;3866;3987;4152;4907;5066;5335;5893;5969;6100;6615;6688;6741;6977;6991;7024;7129;7188;7716;7728;7863;7921;8524;8996;8997;9037;9148;9199;9698;9703;9724;10044;10239;10259;10281;10287;10300;10442;10594;10606;10686;10785;10853;10886;11204;11465;11491;11815;11911;11979;12134;12250;12256;12297;12384;12825;12989;13055;13091;13903;14232;14241;14412;14419;14467;14656;14712;15313;16149;16225;16395;16879;17081;17648;17842;18220;18343;18518;18664;18690	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	85;160;416;1120;1428;1675;1745;1753;1819;2036;2152;2191;2388;2394;2608;2848;3022;3061;3733;3935;4059;4227;4999;5162;5438;6001;6079;6210;6729;6802;6855;7093;7109;7143;7250;7309;7845;7857;7995;8057;8669;9150;9151;9191;9305;9357;9862;9867;9888;10211;10407;10427;10449;10455;10468;10618;10770;10782;10868;10967;11035;11068;11390;11657;11687;12041;12139;12209;12364;12482;12488;12531;12620;13068;13233;13299;13335;14161;14501;14510;14686;14693;14742;14936;14993;15608;16458;16536;16707;17201;17412;17987;18185;18566;18692;18867;19013;19040	405;406;407;408;409;410;411;412;413;800;801;2047;2048;2049;5649;7223;7224;7225;7226;7227;7228;7229;7230;7231;8435;8436;8758;8759;8760;8794;9092;10137;10138;10139;10589;10590;10591;10592;10593;10594;10595;10790;10791;10792;10793;10794;11786;11787;11788;11789;11790;11819;11820;11821;11822;12893;12894;12895;12896;14131;14132;14133;14134;14135;15025;15616;15617;15618;15619;19240;19241;19242;19243;19244;19245;19246;20293;20852;21633;21634;21635;21636;25534;25535;25536;25537;26266;26267;26268;26269;27677;30366;30762;30763;31423;31424;31425;31426;33981;33982;34288;34289;34553;34554;34555;34556;34557;34558;35763;35764;35765;35766;35767;35871;35872;35873;36048;36049;36612;36613;36614;36615;36616;36913;36914;39649;39650;39651;39652;39705;40349;40350;40351;40352;40353;40635;40636;40637;40638;43896;43897;43898;46673;46674;46675;46676;46677;46678;46679;46680;46681;46860;46861;46862;47475;47476;47477;47478;47479;47753;47754;47755;47756;47757;50255;50256;50257;50258;50269;50410;50411;50412;50413;50414;50415;50416;52013;52014;52015;52016;52017;52018;52972;52973;52974;52975;53062;53063;53064;53065;53066;53160;53161;53162;53163;53164;53165;53204;53205;53206;53207;53208;53209;53253;53871;53872;53873;53874;53875;53876;54578;54617;54618;54619;55058;55059;55060;55061;55062;55063;55064;55065;55552;55553;55554;55555;55556;55557;55876;55877;55878;55879;55880;55881;55882;56035;56036;56037;56038;56039;56040;56041;57688;57689;57690;57691;59137;59138;59139;59140;59265;59266;59267;59268;61045;61046;61047;61048;61049;61536;61537;61538;61539;61540;61541;61542;61543;61544;61934;61935;61936;61937;62706;62707;62708;62709;63309;63310;63311;63312;63313;63314;63342;63343;63344;63345;63558;63559;63560;63561;63562;63563;63971;63972;66017;66018;66875;66876;66877;66878;66879;67207;67208;67209;67210;67211;67393;71288;71289;71290;72820;72821;72822;72823;72824;72854;72855;72856;72857;72858;72859;72860;72861;73758;73759;73760;73761;73798;73799;74114;74115;74116;74117;74118;75014;75015;75288;75289;75290;75291;75292;78404;82778;82779;82780;82781;83252;83253;83254;84292;84293;84294;84295;87074;87075;87076;87077;87078;87079;88228;91165;91166;91167;91168;91169;91170;92193;92194;92195;92196;92197;92198;94010;94011;94621;94622;94623;94624;94625;95530;95531;96307;96308;96309;96310;96440;96441;96442;96443	997;998;999;1000;1001;1002;1003;1004;1005;1006;1007;1008;1009;1010;1011;1012;1013;1905;1906;4732;13398;17067;17068;17069;17070;19668;19669;20337;20381;20932;23335;23336;24217;24218;24219;24676;24677;24678;24679;24680;24681;24682;24683;24684;24685;24686;26805;26806;26807;26808;26872;26873;26874;26875;28961;28962;28963;28964;28965;28966;28967;28968;32122;32123;32124;32125;32126;34222;35652;43691;43692;43693;43694;43695;43696;43697;43698;43699;43700;43701;43702;43703;43704;43705;43706;43707;43708;43709;43710;43711;43712;43713;43714;43715;46144;46145;46146;47367;48984;48985;48986;48987;58537;58538;58539;60091;60092;63684;69475;70235;70236;70237;70238;71545;71546;71547;71548;71549;78493;78494;79313;79966;79967;79968;79969;79970;83089;83090;83091;83389;83390;83820;83821;83822;85065;85741;92750;92751;92933;92934;94517;94518;94519;94520;94521;95094;95095;95096;95097;95098;95099;103176;111640;111641;111642;111643;111644;111645;111646;111647;111648;111649;111932;111933;111934;111935;111936;113336;113337;113338;113908;113909;119345;119346;119347;119348;119349;119350;119351;119361;119621;119622;119623;119624;119625;119626;119627;119628;119629;119630;119631;123081;123082;123083;123084;123085;123086;123087;123088;125065;125220;125221;125222;125223;125224;125456;125457;125458;125459;125460;125461;125462;125504;125505;125506;125507;125508;125509;125510;125511;125555;127311;127312;127313;127314;127315;128754;128794;128795;128796;128797;128798;128799;129701;129702;129703;129704;129705;130813;130814;130815;130816;130817;130818;130819;130820;131452;131453;131454;131455;131456;131804;131805;131806;131807;131808;131809;131810;131811;131812;135881;135882;135883;135884;135885;135886;140042;140043;140044;140045;140046;140280;140281;144862;144863;144864;145829;145830;145831;145832;145833;145834;145835;145836;145837;146642;146643;146644;146645;146646;146647;146648;146649;148284;148285;148286;148287;149621;149622;149623;149624;149625;149626;149627;149628;149629;149630;149747;150337;150338;150339;150340;150341;150342;150343;150344;150345;151191;151192;151193;155228;155229;157378;157379;157380;157381;157984;157985;157986;157987;157988;158397;167748;167749;170831;170832;170833;170834;170835;170874;170875;170876;170877;170878;170879;170880;170881;172719;172720;172721;172722;172723;172724;172725;172726;172798;172799;173439;173440;175229;175778;175779;175780;175781;175782;175783;175784;175785;175786;183447;193780;193781;193782;193783;193784;193785;196436;199775;207831;207832;207833;207834;207835;207836;207837;207838;207839;207840;207841;207842;207843;207844;207845;207846;210534;218401;218402;218403;218404;218405;218406;218407;218408;221559;221560;221561;221562;221563;225340;226498;226499;226500;226501;226502;226503;226504;228461;228462;228463;228464;230378;230379;230633;230634;230635;230636	1008;1905;4732;13398;17070;19668;20337;20381;20932;23336;24219;24685;26806;26874;28965;32126;34222;35652;43702;46145;47367;48987;58537;60092;63684;69475;70236;71547;78494;79313;79969;83089;83390;83821;85065;85741;92750;92934;94520;95097;103176;111642;111647;111932;113337;113908;119349;119361;119621;123085;125065;125221;125459;125504;125555;127311;128754;128795;129701;130813;131456;131806;135886;140044;140280;144862;145835;146647;148286;149629;149747;150344;151193;155228;157379;157985;158397;167748;170831;170877;172723;172798;173439;175229;175783;183447;193785;196436;199775;207840;210534;218402;221562;225340;226499;228462;230378;230634		
sp|P80188|NGAL_HUMANNeutrophilgelatinase-associatedlipocalinOS=HomosapiensGN=LCN2PE=1SV=2	sp|P80188|NGAL_HUMANNeutrophilgelatinase-associatedlipocalinOS=HomosapiensGN=LCN2PE=1SV=2	8	8	8		1	8	8	8	0	8	1	1	1	0	2	0	0	8	1	1	1	0	2	0	0	8	1	1	1	0	2	0	53.5	53.5	53.5	22.588	198	198	0	105.9		By MS/MS	By matching	By matching	By matching		By matching		0	53.5	8.6	8.6	8.6	0	13.1	0	67791000	0	65772000	203860	228650	387610	0	1198700	0	0	72025000	0	0	0	0	2092000	0	0	39	0	0	0	0	0	0	39				1388	1694;3951;11817;14407;15059;15382;17409;17855	True;True;True;True;True;True;True;True	1724;4022;12043;14681;15343;15678;17746;18198	8686;20692;61056;61057;73747;77103;78801;78802;78803;78804;78805;90019;92240	20179;20180;20181;20182;20183;47051;47052;144873;144874;144875;144876;144877;144878;172681;172682;180151;180152;180153;180154;180155;180156;180157;180158;184391;184392;184393;184394;184395;184396;215721;215722;215723;215724;215725;221613;221614;221615;221616;221617	20181;47051;144876;172682;180155;184394;215723;221615		
sp|P80404|GABT_HUMAN4-aminobutyrateaminotransferase,mitochondrialOS=HomosapiensGN=ABATPE=1SV=3	sp|P80404|GABT_HUMAN4-aminobutyrateaminotransferase,mitochondrialOS=HomosapiensGN=ABATPE=1SV=3	5	5	5		1	5	5	5	2	2	0	2	0	0	3	0	2	2	0	2	0	0	3	0	2	2	0	2	0	0	3	0	11.6	11.6	11.6	56.438	500	500	0	22.026	By MS/MS	By MS/MS		By MS/MS			By MS/MS		4.4	5.4	0	5	0	0	6.6	0	6088400	1443600	1308700	0	922950	0	0	2413200	0	0	0	0	0	0	0	2413200	0	2	3	0	1	0	0	5	0	11				1389	896;3398;7224;12251;13348	True;True;True;True;True	913;3458;7346;12483;13599	4565;17609;17610;37095;37096;63315;63316;63317;68658	10839;39732;86136;86137;86138;149631;149632;149633;149634;149635;161088	10839;39732;86136;149632;161088		
sp|P80511|S10AC_HUMANProteinS100-A12OS=HomosapiensGN=S100A12PE=1SV=2	sp|P80511|S10AC_HUMANProteinS100-A12OS=HomosapiensGN=S100A12PE=1SV=2	3	3	3		1	3	3	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	56.5	56.5	56.5	10.575	92	92	0	29.913		By MS/MS							0	56.5	0	0	0	0	0	0	7999400	0	7999400	0	0	0	0	0	0	0	8868600	0	0	0	0	0	0	0	7	0	0	0	0	0	0	7				1390	1501;9362;15584	True;True;True	1528;9523;15885	7735;48660;79907	18141;115907;187240;187241;187242;187243;187244	18141;115907;187243		
sp|P80723|BASP1_HUMANBrainacidsolubleprotein1OS=HomosapiensGN=BASP1PE=1SV=2	sp|P80723|BASP1_HUMANBrainacidsolubleprotein1OS=HomosapiensGN=BASP1PE=1SV=2	9	9	9		1	9	9	9	4	6	7	6	6	8	5	7	4	6	7	6	6	8	5	7	4	6	7	6	6	8	5	7	63.4	63.4	63.4	22.693	227	227	0	49.589	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	41.9	35.7	57.3	57.3	44.9	63.4	44.5	57.3	149810000	2492900	18606000	37026000	15874000	14944000	28171000	10013000	22683000	2993600	28284000	44292000	15284000	17333000	48260000	18425000	13779000	0	24	27	14	14	34	15	16	144				1391	29;352;1089;1172;1173;4195;4287;8875;13884	True;True;True;True;True;True;True;True;True	29;359;1113;1197;1198;4272;4364;9024;14142	139;140;141;142;143;1809;1810;1811;1812;1813;1814;1815;1816;5612;6003;6004;6005;6006;6007;6008;6009;6010;6011;6012;6013;6014;6015;6016;21832;21833;21834;21835;21836;21837;21838;21839;21840;21841;22217;22218;22219;22220;22221;22222;22223;22224;45710;45711;71212;71213;71214;71215;71216;71217	333;334;335;4253;4254;4255;4256;4257;4258;4259;4260;4261;4262;4263;4264;4265;4266;4267;4268;4269;4270;4271;4272;4273;4274;4275;4276;4277;4278;13326;14153;14154;14155;14156;14157;14158;14159;14160;14161;14162;14163;14164;49302;49303;49304;49305;49306;49307;49308;49309;49310;49311;49312;49313;49314;49315;49316;49317;49318;49319;49320;49321;49322;49323;49324;49325;49326;49327;49328;49329;49330;49331;49332;49333;49334;49335;49336;49337;49338;49339;50163;50164;50165;50166;50167;50168;50169;50170;50171;50172;50173;50174;50175;50176;50177;50178;50179;50180;50181;50182;50183;50184;50185;50186;50187;50188;50189;50190;50191;50192;50193;50194;50195;50196;50197;50198;50199;50200;50201;50202;50203;107322;107323;107324;107325;107326;107327;167567;167568;167569;167570;167571;167572;167573;167574;167575;167576;167577;167578;167579;167580;167581;167582;167583	333;4265;13326;14156;14159;49319;50182;107327;167578		
